,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration_IN_Hours,Duration_IN_Min,price_per_min
4992,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,12:35 22 May,1 stop,In-flight meal not included,12898,25,5,7.00108543960304
4993,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:50,04:25 10 Mar,1 stop,No info,16289,21,5,4.65958622383203
4994,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,19:00 04 Jun,2 stops,No info,13292,21,5,5.71020162503762
4995,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,1 stop,No info,7618,13,0,6.14334470989761
4996,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,01:30 16 Jun,1 stop,No info,13377,7,5,1.90625700829782
4997,Air Asia,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,23:30,1 stop,No info,5192,15,5,10.4583975346687
4998,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:15,1 stop,In-flight meal not included,7268,7,5,3.50853054485416
4999,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 25 May,1 stop,In-flight meal not included,12384,13,0,3.77906976744186
5000,IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,04:00,06:50,non-stop,No info,5694,2,0,1.26448893572181
5001,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,08:55,15:55,2 stops,No info,16338,7,0,1.54241645244216
5002,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 07 Jun,1 stop,No info,7198,12,0,6.00166712975827
5003,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,18:50,1 stop,In-flight meal not included,6540,10,0,5.5045871559633
5004,Jet Airways,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,non-stop,In-flight meal not included,3210,1,0,1.1214953271028
5005,SpiceJet,18/06/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,non-stop,No info,3873,2,5,1.93648334624322
5006,Air Asia,21/04/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,non-stop,No info,4483,2,5,1.6729868391702
5007,Air Asia,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:25,1 stop,No info,6752,5,0,2.66587677725118
5008,IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,07:10,10:05,non-stop,No info,4823,2,5,1.55504872486005
5009,Air India,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,08:55 07 May,1 stop,No info,10203,12,5,4.26345192590415
5010,SpiceJet,18/05/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 19 May,non-stop,No info,3873,2,0,1.85902401239349
5011,SpiceJet,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,non-stop,No info,2017,1,0,1.78482895389192
5012,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,04:40 07 Jun,1 stop,In-flight meal not included,8586,20,5,8.42068483577918
5013,Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:50,10:25 02 Mar,1 stop,1 Long layover,31825,11,5,1.25373134328358
5014,Air India,15/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,13:45 16 May,2 stops,No info,16057,27,5,6.07211807934234
5015,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,04:25 07 Jun,1 stop,In-flight meal not included,10262,26,0,9.12102903917365
5016,IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:25,01:30 02 Jun,1 stop,No info,6593,5,5,2.77567116638859
5017,SpiceJet,24/06/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 25 Jun,non-stop,No info,3971,2,5,1.8886930244271
5018,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,18:50 10 Mar,1 stop,No info,16289,23,5,5.10160230830622
5019,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,09:45 02 May,1 stop,In-flight meal not included,9314,24,0,9.27635817049603
5020,Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,non-stop,In-flight meal not included,4030,3,0,2.67990074441687
5021,Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,1 stop,No info,13587,7,0,1.85471406491499
5022,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,18:00 02 May,1 stop,In-flight meal not included,9314,21,5,8.14902297616491
5023,Air Asia,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,07:10 16 Jun,1 stop,No info,6253,10,5,5.80521349752119
5024,Air Asia,15/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,23:30,1 stop,No info,5192,15,5,10.4583975346687
5025,Air India,1/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,13:45 02 May,2 stops,No info,16372,28,0,6.15685316393843
5026,Vistara,24/04/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,non-stop,No info,5403,2,0,1.33259300388673
5027,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,18:50,1 stop,No info,11200,7,0,2.25
5028,IndiGo,12/06/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,non-stop,No info,3858,2,5,1.94401244167963
5029,IndiGo,6/04/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,non-stop,No info,4174,2,5,1.79683756588404
5030,Air India,27/04/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,non-stop,No info,5411,3,5,2.05137682498614
5031,IndiGo,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,non-stop,No info,3175,1,0,1.13385826771654
5032,IndiGo,24/05/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,non-stop,No info,3858,2,0,1.86625194401244
5033,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 02 May,1 stop,No info,13941,8,0,2.06584893479664
5034,Air India,15/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:15,19:15 16 Jun,2 stops,No info,12182,30,0,8.86553932030865
5035,IndiGo,21/06/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,non-stop,No info,4990,3,0,2.16432865731463
5036,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,22:05 10 Jun,1 stop,In-flight meal not included,10539,25,0,8.5397096498719
5037,IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,10:05,13:00,non-stop,No info,6860,2,5,1.0932944606414
5038,Vistara,6/03/2019,Delhi,Cochin,DEL ? COK,14:55,17:50,non-stop,No info,8001,2,5,0.937382827146607
5039,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00 28 Jun,1 stop,In-flight meal not included,10262,20,0,7.01617618397973
5040,Vistara,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,1 stop,No info,8085,6,5,2.70871985157699
5041,IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,00:25,03:15,non-stop,No info,3419,2,0,2.10587891196256
5042,Air India,1/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,13:45 02 May,2 stops,No info,15164,27,5,6.4297019256133
5043,IndiGo,24/03/2019,Kolkata,Banglore,CCU ? BLR,17:15,20:00,non-stop,No info,6565,2,5,1.14242193450114
5044,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,18:50,2 stops,In-flight meal not included,9254,13,5,5.08969094445645
5045,Air Asia,6/06/2019,Kolkata,Banglore,CCU ? BBI ? BLR,06:50,10:30,1 stop,No info,6857,3,0,1.57503281318361
5046,Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,01:20 13 May,2 stops,No info,12140,18,0,5.33772652388797
5047,SpiceJet,6/06/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,non-stop,No check-in baggage included,3841,2,5,1.9526165061182
5048,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,1 stop,No info,14781,11,5,2.69941140653542
5049,Air India,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,07:40 19 May,1 stop,No info,8372,21,0,9.03010033444816
5050,Air India,1/04/2019,Kolkata,Banglore,CCU ? GAU ? IMF ? DEL ? BLR,16:45,23:15 02 Apr,3 stops,No info,8607,30,0,12.5479261066574
5051,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,1 stop,No info,13587,11,0,2.91455067343785
5052,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25 19 May,1 stop,No info,15554,7,0,1.62016201620162
5053,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,19:50 22 May,1 stop,In-flight meal not included,10844,22,0,7.30357801549244
5054,IndiGo,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,non-stop,No info,4392,1,0,0.819672131147541
5055,Air India,27/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,non-stop,No info,6961,2,5,1.07743140353398
5056,Air India,18/05/2019,Delhi,Cochin,DEL ? BLR ? COK,09:45,23:00,1 stop,No info,8907,13,5,5.28797574941058
5057,IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,22:30,1 stop,No info,6442,13,5,7.31139397702577
5058,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,1 stop,In-flight meal not included,8586,9,0,3.77358490566038
5059,Air India,15/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19:15 16 May,2 stops,No info,13486,30,0,8.00830490879431
5060,Air India,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,non-stop,No info,3100,1,5,1.25806451612903
5061,Jet Airways,6/03/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,17:55,04:25 08 Mar,2 stops,In-flight meal not included,15812,34,0,7.7409562357703
5062,Air India,24/04/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,non-stop,No info,5201,3,5,2.1342049605845
5063,IndiGo,3/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:35,21:20,2 stops,No info,9413,13,5,5.00371826197812
5064,Air India,6/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,19:15 07 Jun,2 stops,No info,13591,23,0,6.09226694135825
5065,Jet Airways,1/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,non-stop,No info,5678,1,5,0.686861570975696
5066,Air India,03/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,08:15,23:10,1 stop,No info,6781,14,5,7.47677333726589
5067,Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:40,11:25 19 Mar,1 stop,In-flight meal not included,7832,16,5,7.39274770173647
5068,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,18:50 10 Mar,1 stop,In-flight meal not included,14053,26,0,6.66049953746531
5069,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 10 May,1 stop,In-flight meal not included,10703,13,0,4.37260581145473
5070,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 16 May,1 stop,No info,13727,8,0,2.09805492824361
5071,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,1 stop,No info,7408,8,0,3.88768898488121
5072,Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,11:25 02 Mar,1 stop,No info,20800,21,0,3.63461538461538
5073,Air India,3/06/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,07:40 04 Jun,2 stops,No info,11911,18,0,5.44034925698934
5074,Vistara,3/04/2019,Banglore,Delhi,BLR ? DEL,07:00,09:40,non-stop,No info,5403,2,0,1.33259300388673
5075,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,1 stop,In-flight meal not included,13469,9,5,2.42779716385775
5076,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,12:35 07 Jun,2 stops,In-flight meal not included,11270,15,0,4.79148181011535
5077,Air Asia,24/06/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,06:35 25 Jun,1 stop,No info,6152,9,0,5.2665799739922
5078,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25 28 Mar,1 stop,No info,12452,20,5,5.80629617732091
5079,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,16:20 16 May,1 stop,In-flight meal not included,10844,23,0,7.63555883437846
5080,IndiGo,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:30,1 stop,No info,8216,10,5,4.41820837390458
5081,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,1 stop,No info,13626,13,0,3.43461030383091
5082,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,21:20,2 stops,No info,7084,14,5,7.15697346132129
5083,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,19:15,1 stop,No info,7575,14,0,6.65346534653465
5084,Air India,03/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,08:15,08:50 07 Mar,1 stop,No info,6781,24,5,12.7857248193482
5085,Jet Airways,6/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,non-stop,In-flight meal not included,6478,3,0,1.66718122877431
5086,SpiceJet,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:05,non-stop,No check-in baggage included,2385,1,0,1.50943396226415
5087,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,1 stop,No info,9385,8,0,3.06872669152904
5088,GoAir,18/04/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,non-stop,No info,5048,2,5,1.48573692551506
5089,IndiGo,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:25,01:30 13 Jun,1 stop,No info,5058,5,5,3.61803084223013
5090,Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,13:20,1 stop,No info,11269,7,0,2.23622326737066
5091,Multiple carriers,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 10 Apr,1 stop,No info,7363,6,0,2.93358685318484
5092,Air India,9/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,19:15 10 Mar,2 stops,No info,11762,21,5,6.45298418636286
5093,Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:05,04:25 07 Mar,1 stop,No info,15764,13,0,2.96878964729764
5094,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,04:25 13 Jun,1 stop,In-flight meal not included,10262,18,5,6.34379263301501
5095,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,12:35 04 Jun,2 stops,In-flight meal not included,10919,22,0,7.25341148456818
5096,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00 16 Jun,1 stop,In-flight meal not included,10262,25,0,8.77022022997466
5097,Air India,6/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,23:15,2 stops,No info,11883,17,5,5.17546074223681
5098,SpiceJet,21/03/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 22 Mar,non-stop,No info,3847,2,0,1.87158825058487
5099,Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,non-stop,No info,5678,1,0,0.634026065516027
5100,Vistara,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,22:40,1 stop,No info,8662,15,0,6.23412606788271
5101,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,04:25 28 May,1 stop,In-flight meal not included,12898,14,5,3.93084199100636
5102,SpiceJet,12/05/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 13 May,non-stop,No info,4423,2,5,1.69568166402894
5103,Air India,12/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,08:15 13 Jun,1 stop,No info,8991,14,5,5.63897230563897
5104,SpiceJet,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,1 stop,No info,5409,4,5,2.71769273433167
5105,IndiGo,27/04/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,16:10,1 stop,No info,6442,7,5,3.95839801303943
5106,Air India,24/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,2 stops,No info,9941,9,0,3.25922945377729
5107,IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,06:40,21:20,2 stops,No info,6494,14,0,7.7610101632276
5108,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:00,01:30 25 Jun,1 stop,No info,7198,8,0,4.00111141983884
5109,SpiceJet,09/03/2019,Banglore,New Delhi,BLR ? DEL,05:45,08:35,non-stop,No info,7110,2,0,1.0126582278481
5110,Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,09:30 13 Mar,1 stop,In-flight meal not included,11087,14,5,4.57292324343826
5111,IndiGo,9/05/2019,Kolkata,Banglore,CCU ? BLR,20:20,22:55,non-stop,No info,4804,2,5,1.56119900083264
5112,IndiGo,15/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:05,non-stop,No info,4823,2,5,1.55504872486005
5113,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,1 stop,No info,14151,9,5,2.31079075683697
5114,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:00,1 stop,In-flight meal not included,10791,13,0,4.33694745621351
5115,Vistara,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,09:05 02 Apr,1 stop,No info,7980,25,5,11.3157894736842
5116,Air India,27/04/2019,Delhi,Cochin,DEL ? TRV ? COK,05:15,06:50 28 Apr,1 stop,No info,6587,25,5,13.7088204038257
5117,Vistara,6/05/2019,Chennai,Kolkata,MAA ? CCU,07:05,09:20,non-stop,No info,3687,2,5,2.03417412530513
5118,Air India,15/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,19:15 16 May,2 stops,No info,13307,24,0,6.49282332606899
5119,Air India,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,non-stop,No info,2050,1,5,1.90243902439024
5120,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,1 stop,No info,10197,10,0,3.53045013239188
5121,Vistara,24/06/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,non-stop,No info,4668,2,0,1.54241645244216
5122,IndiGo,24/05/2019,Banglore,Delhi,BLR ? DEL,13:00,15:50,non-stop,No info,4990,2,0,1.44288577154309
5123,IndiGo,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,06:25,07:55,non-stop,No info,4049,1,0,0.889108421832551
5124,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,1 stop,No info,7933,12,0,5.44560695827556
5125,IndiGo,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,non-stop,No info,4049,1,0,0.889108421832551
5126,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,04:25 28 Mar,1 stop,In-flight meal not included,6645,21,0,11.3769751693002
5127,Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,08:45,10:15,non-stop,No info,8040,1,0,0.447761194029851
5128,Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:35 22 Mar,1 stop,No info,8098,12,5,5.37169671523833
5129,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,1 stop,In-flight meal not included,10262,16,5,5.64217501461703
5130,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:40,07:40 16 Mar,1 stop,No info,12284,13,0,3.80983393031586
5131,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,19:00 04 Jun,1 stop,In-flight meal not included,10262,28,0,9.82264665757162
5132,IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,non-stop,No info,4990,2,0,1.44288577154309
5133,Air India,18/03/2019,Banglore,New Delhi,BLR ? BOM ? NAG ? DEL,17:25,10:35 16 Mar,2 stops,No info,12568,17,0,4.86950986632718
5134,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,1 stop,In-flight meal not included,11841,9,0,2.73625538383583
5135,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,1 stop,No info,18371,10,0,1.95961025529367
5136,SpiceJet,01/03/2019,Banglore,New Delhi,BLR ? PNQ ? DEL,10:20,18:15,1 stop,No info,23267,7,5,1.09597283706537
5137,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,23:35,1 stop,No info,13067,14,0,3.85704446315145
5138,IndiGo,21/06/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 22 Jun,non-stop,No info,5277,2,0,1.36441159749858
5139,Air India,27/05/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07:40 28 May,2 stops,No info,13879,14,5,3.65300093666691
5140,IndiGo,9/04/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,non-stop,No info,4174,2,5,1.79683756588404
5141,Air India,9/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 10 May,2 stops,No info,10178,23,0,8.13519355472588
5142,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,11:45,04:25 13 Jun,2 stops,No info,13882,16,0,4.14925803198386
5143,Vistara,21/05/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,non-stop,No info,4878,2,5,1.53751537515375
5144,Vistara,27/06/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,non-stop,No info,4668,2,0,1.54241645244216
5145,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,22:35 22 May,1 stop,In-flight meal not included,10844,26,5,8.65916635927702
5146,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,21:00,1 stop,No info,7005,12,5,6.20985010706638
5147,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,1 stop,In-flight meal not included,12898,10,0,2.79113040781517
5148,Air India,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:15,1 stop,No info,9929,15,5,5.46882868365394
5149,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,1 stop,No info,14714,9,0,2.20198450455349
5150,Air India,21/04/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,non-stop,No info,6094,2,0,1.18148999015425
5151,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,23:00,1 stop,No info,16736,11,0,2.36615678776291
5152,Jet Airways,3/04/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,non-stop,No info,7229,2,5,1.03748789597455
5153,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,1 stop,No info,8882,7,0,2.83719882909255
5154,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,1 stop,No info,10197,11,0,3.88349514563107
5155,IndiGo,12/05/2019,Kolkata,Banglore,CCU ? BLR,20:20,22:55,non-stop,No info,4804,2,5,1.56119900083264
5156,IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,13:20,1 stop,No info,13628,5,0,1.32081009685941
5157,Vistara,27/05/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,non-stop,No info,6216,3,0,1.73745173745174
5158,Air India,21/05/2019,Delhi,Cochin,DEL ? TRV ? COK,05:15,06:50 22 May,1 stop,No info,7480,25,5,12.072192513369
5159,Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,16:15,1 stop,No info,11936,6,5,1.8347855227882
5160,SpiceJet,18/03/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,non-stop,No info,3859,2,5,1.94350868100544
5161,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,10:05 13 May,1 stop,In-flight meal not included,8586,14,5,5.90496156533892
5162,Vistara,01/03/2019,Banglore,New Delhi,BLR ? DEL,21:10,00:05 02 Mar,non-stop,No info,21730,2,5,0.345144960883571
5163,IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:10,01:30 02 Jun,1 stop,No info,6628,8,0,4.34520217260109
5164,Air India,1/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,07:55 02 May,2 stops,No info,10151,19,5,6.76780612747513
5165,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,14:25 22 May,1 stop,No info,11467,21,5,6.61899363390599
5166,IndiGo,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,05:10,10:05,1 stop,No info,7010,4,5,2.09700427960057
5167,Jet Airways,3/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,non-stop,No info,7229,3,0,1.49398257020335
5168,IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,13:10,16:10,non-stop,No info,8033,3,0,1.34445412672725
5169,Jet Airways,18/05/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,non-stop,No info,7229,2,5,1.03748789597455
5170,IndiGo,9/06/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,21:00,02:15 10 Jun,1 stop,No info,6911,5,5,2.64795253942989
5171,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,19:00 28 Jun,2 stops,No info,14300,23,0,5.79020979020979
5172,Air India,9/06/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,01:20 10 Jun,2 stops,No info,13033,18,0,4.97199416864881
5173,IndiGo,24/05/2019,Banglore,Delhi,BLR ? DEL,04:00,06:50,non-stop,No info,3943,2,0,1.82602079634796
5174,SpiceJet,09/03/2019,Banglore,New Delhi,BLR ? DEL,09:35,12:30,non-stop,No info,6205,2,5,1.20870265914585
5175,IndiGo,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,1 stop,No info,14871,9,0,2.17873713939883
5176,Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,non-stop,No info,5678,1,5,0.686861570975696
5177,Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,1 stop,No info,16108,7,5,1.58306431586789
5178,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,09:30 07 Mar,1 stop,No info,17261,12,5,2.52013208968194
5179,SpiceJet,12/05/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,non-stop,No info,3311,2,0,2.17456961643008
